phrase,n
BUREAU OF STATISTICS ,2
BUREAUX,2
BURNS ,2
BURNT CHURCH BAND,2
BURRARD INLET,2
BURTON ,2
BURTON AYLES,2
BUSHE RIVER INDIAN RESERVE,2
BUSS,2
BUSSON,2
BZP AND TFMPP,2
BZW ,2
CABANA,2
CAF,2
CAFCO ,2
CAIN,2
CAIRO,2
CALEDONIA,2
CALLAGHAN,2
CALLION,2
CALLUM ,2
CAMERON DAVID CROWELL ,2
CAMIL DESCHÊNES ,2
CAMILLA RABISCA ,2
CAMILLE ,2
CAMILLE BELLIVEAU ,2
CAMILLE LIMOGES ,2
CAMILLE MONTPETIT,2
CAMP ,2
CAMROSE CHAMBER OF COMMERCE,2
CANADA AGRI,2
CANADA ASSISTANCE PLAN ,2
CANADA BUSINESS SERVICE CENTRE ,2
CANADA COMMUNICATION GROUP,2
CANADA COMMUNICATION GROUP ,2
CANADA COOPERATIVES REGULATIONS ,2
CANADA COUNCIL,2
CANADA CUSTOMS AND REVENUE AGENCY,2
CANADA CUSTOMS AND REVENUE AGENCY REGULATIONS,2
CANADA DEVELOPMENT INVESTMENT,2
CANADA ELECTIONS ACT,2
CANADA EMISSION REDUCTION INCENTIVES AGENCY,2
CANADA EMPLOYMENT INSURANCE COMMISSION,2
CANADA EVIDENCE ACT ,2
CANADA HEALTH AND SOCIAL TRANSFER REGULATIONS ,2
CANADA INDUSTRIAL RELATIONS REMUNERATION REGULATIONS ,2
CANADA INFORMATION OFFICE,2
CANADA LABOUR CODE,2
CANADA LABOUR RELATIONS BOARD ,2
CANADA LANDS COMPANY CLC LIMITED,2
CANADA LANDS COMPANY LIMITED ARTICLES OF INCORPORATION AMENDMENT,2
CANADA LANDS COMPANY LIMITED AUTHORIZATION ORDER NO,2
CANADA LIMITED,2
CANADA LTD,2
CANADA MORTGAGE,2
CANADA MORTGAGE AND HOUSING CORPORATION ACT,2
CANADA NOT,2
CANADA OCCUPATIONAL HEALTH AND SAFETY REGULATIONS,2
CANADA OCCUPATIONAL HEALTH AND SAFETY REGULATIONS ,2
CANADA PENSION PLAN INVESTMENT BOARD REGULATIONS,2
CANADA PENSION PLAN REGULATIONS,2
CANADA PENSION PLAN REVIEW,2
CANADA PORTS,2
CANADA POST INTERNATIONAL LIMITED ,2
CANADA RETAIL DEBT AGENCY ,2
CANADA RSSP BONDS SERIES ,2
CANADA SAVINGS BOND ,2
CANADA STUDENT FINANCIAL ASSISTANCE ACT,2
CANADA STUDENT LOANS ACT ,2
CANADA TRAVELLING EXHIBITIONS INDEMNIFICATION REGULATIONS,2
CANADIAN AIR,2
CANADIAN ASTRONAUTS,2
CANADIAN BEEF CATTLE RESEARCH,2
CANADIAN BRAVERY DECORATIONS REGULATIONS,2
CANADIAN BROACASTING CORPORATION ,2
CANADIAN BROADCASTERS RIGHTS AGENCY INC,2
CANADIAN BROADCASTING,2
CANADIAN CENTRE FOR,2
CANADIAN CENTRE FOR OCCUPATIONAL HEALTH AND SAFETY ,2
CANADIAN COAST GUARD,2
CANADIAN COAST GUARD ,2
CANADIAN COAST GUARD EXEMPLARY SERVICE MEDAL REGULATIONS,2
CANADIAN COMPUTER RESERVATION SYSTEMS ,2
CANADIAN CULTURAL PROPERTY EXPORT CONTROL LIST ,2
CANADIAN CULTURAL PROPERTY EXPORT REVIEW BOARD,2
CANADIAN EGG MARKETING AGENCY PROCLAMATION ,2
CANADIAN ENVIRONMENTAL PROTECTION ACT OMNIBUS AMENDMENT ORDER,2
CANADIAN FILM DEVELOPMENT CORPORATION,2
CANADIAN FIREARMS CENTRE ,2
CANADIAN FORCES STATION ,2
CANADIAN GRAIN COMMISSION ,2
CANADIAN INSTITUTE FOR INTERNATIONAL PEACE AND SECURITY,2
CANADIAN INTERGOVERNMENTAL CONFERENCE SECRETARIAT,2
CANADIAN MUSEUM,2
CANADIAN MUSEUM OF CIVILISATION ,2
CANADIAN MUSEUM OF CIVILIZATION CORPORATION,2
CANADIAN NIAGARA POWER INC,2
CANADIAN NUCLEAR SAFETY COMMISSION ,2
CANADIAN PACIFIC RAILWAY STATION ,2
CANADIAN PASSPORT ORDER,2
CANADIAN PAYMENTS ASSOCIATION ELECTION OF DIRECTORS REGULATIONS,2
CANADIAN PETROLEUM LIMITED ,2
CANADIAN POLAR COMMISSION,2
CANADIAN RETAILERS DUTY REMISSION ORDER,2
CANADIAN SHEEP FEDERATION ,2
CANADIAN SHIPS SAFETY ORDER ,2
CANADIAN SPACE PROGRAM ,2
CANADIAN TALENT DEVELOPMENT ,2
CANADIAN TOURISM COMMISSION,2
CANADIAN TRANSPORTATION ACCIDENT INVESTIGATION AND SAFETY BOARD,2
CANADIAN TRANSPORTATION AGENCY DECISION NO,2
CANADIAN WESTERN NATURAL GAS COMPANY,2
CANADIAN WESTERN NATURAL GAS COMPANY LIMITED,2
CANADIAN WHEAT BOARD ADVISORY COMMITTEE ,2
CANADIAN WHEAT BOARD REGULATIONS,2
CANADIEN WHEAT BOARD ,2
CANOE LAKE,2
CANOE LAKE BAND,2
CANOLA ,2
CANSTATES GAS MARKETING ,2
CAPE DORSET,2
CAPERCHIONE,2
CAPITAL ,2
CAPTAIN BARRY ,2
CAPUTO,2
CAR,2
CARBONNEAU,2
CARICOM,2
CARINA ANNE DE PELLEGRIN ,2
CARL LACHANCE,2
CARLE HUDON ,2
CARLETON,2
CARLOS LAMONTHE BARCELO ,2
CARLOS LAMOTHE BARCELO ,2
CARLSON ,2
CARMACKS FIRST,2
CARMACKS FIRST NATION ,2
CARMAN JOYNT ,2
CARMINE INFANTE,2
CAROL ANN ARSENEAULT ,2
CAROL FLETCHER,2
CAROL JEAN ANDERSON ,2
CAROL LAVINIA PIPPY,2
CAROL WILSON,2
CAROLE ANNE SOUCY,2
CAROLE WORKMAN ,2
CAROLINE CYR ,2
CAROLYN CAMPBELL ,2
CAROLYN CROSS ,2
CARON BÉLANGER ERNST YOUNG ,2
CARON HAWCO,2
CARRIERS AND TRANSPORTATION AND GRAIN HANDLING,2
CARRIERS AND TRANSPORTATION AND GRAIN HANDLING UNDERTAKINGS INFORMATION REGULATIONS ,2
CARROTHERS,2
CARRY THE KETTLE BAND ,2
CARTIER INTERNATIONAL AIRPORT,2
CARTRIDGE MAGAZINE CONTROL REGULATIONS ,2
CARTRIDGE MAGAZINES,2
CASH FLOW ENHANCEMENT PROGRAM ,2
CASO ,2
CASPER ,2
CASSIDY MELFORD EDWARDS,2
CATERINA MONTEMARANO ,2
CATHARINE ROGERS ,2
CATHERINE MARY LONG,2
CATHERINE MARY SMITH ,2
CATHY WALKER,2
CATLEY,2
CATRIONA WEBBER ,2
CATSA ,2
CAULEY,2
CAVANAUGH ,2
CBS,2
CCA,2
CCFTA,2
CCFTA ,2
CCG ,2
CCOFTA,2
CDN,2
CDS ,2
CEA ,2
CECIL ,2
CÉCILE PLOURDE ,2
CECILIA JANE FULTON,2
CEDAR SPRINGS CHERRY GROWERS,2
CEIFB,2
CÉLINE DUFOUR,2
CENSUS ,2
CENSUS OF POPULATION ,2
CENT SILVER COINS ,2
CENTRAL WESTERN RAILWAY CORPORATION,2
CENTRE,2
CENTS,2
CEPA,2
CERTAIN AUTOMOTIVE GOODS,2
CERTAIN CANADIAN FOOD INSPECTION AGENCY REGULATIONS ,2
CERTAIN CHLOROPRENE SHEETS REMISSION ORDER ,2
CERTAIN DEPARTMENT OF FISHERIES AND OCEANS REGULATIONS ,2
CERTAIN DEPARTMENT OF INDUSTRY REGULATIONS,2
CERTAIN FEES RELATING TO EXPORT CERTIFICATES REMISSION ORDER ,2
CERTAIN FORMER EMPLOYEES OF SDL OPTICS,2
CERTAIN LOCAL STAFF ,2
CERTAIN REGULATIONS ADMINISTERED AND ENFORCED BY THE CANADIAN FOOD INSPECTION AGENCY,2
CERTAIN REGULATIONS ADMINISTERED AND ENFORCED BY THE CANADIAN FOOD INSPECTION AGENCY ,2
CERTAIN REGULATIONS MADE UNDER THE CANADIAN ENVIRONMENTAL ASSESSMENT ACT ,2
CERTAIN REGULATIONS MADE UNDER THE NUCLEAR SAFETY AND CONTROL ACT ,2
CERTAIN REGULATIONS MADE UNDER THE PROCEEDS OF CRIME ,2
CERTIFICATE REGULATIONS ,2
CERTIFICATES OF IDENTITY AND REFUGEE TRAVEL DOCUMENTS ,2
CERTIFICATES OF PUBLIC CONVENIENCE AND NECESSITY OC,2
CERTIFICATION OF ORIGIN OF GOODS EXPORTED TO ,2
CES GRANT REGULATIONS ,2
CFC,2
CFC ,2
CFR,2
CFS,2
CHABOT ,2
CHAIN SECURITY,2
CHAIRPERSONS ,2
CHAK,2
CHAMBERLIST,2
CHAMBERS,2
CHAMBRE DE COMMERCE DE BEAUPORT,2
CHAMBRE DE COMMERCE DE CHARLESBOURG,2
CHAMBRE DE COMMERCE DE LA BAIE ET DU BAS,2
CHAMBRE DE COMMERCE DE LA MRC DES MASKOUTAINS ,2
CHAMBRE DE COMMERCE DE LA RÉGION DE,2
CHAMBRE DE COMMERCE DE LA RÉGION DE MONT,2
CHAMBRE DE COMMERCE DE LA RÉGION DE SALABERRY,2
CHAMBRE DE COMMERCE DE MARIEVILLE,2
CHAMBRE DE COMMERCE DE MISTASSINI,2
CHAMBRE DE COMMERCE DE NICOLET ,2
CHAMBRE DE COMMERCE DE NOTRE,2
CHAMBRE DE COMMERCE DE SAINTE,2
CHAMBRE DE COMMERCE DE SHAWINIGAN,2
CHAMBRE DE COMMERCE DE TERREBONNE ,2
CHAMBRE DE COMMERCE DE VAUDREUIL,2
CHAMBRE DE COMMERCE DU DISTRICT DE,2
CHAMBRE DE COMMERCE DU HAUT,2
CHAMBRE DE COMMERCE DU SUD,2
CHAMBRE DE COMMERCE HEMMINGFORD,2
CHAMBRE DE COMMERCE MRC BONAVENTURE,2
CHAMBRE DE COMMERCE NOUVELLE,2
CHAMBRE DE COMMERCE RÉGIONALE DE,2
CHAMBRE DE COMMERCE RURALE DU HAUT,2
CHAMBRE DE COMMERCE SÉNIOR DE,2
CHAMPAGNE ,2
CHAMPAGNE AND AISHIHIK FIRST NATIONS ,2
CHAN ,2
CHANTAL BERNIER ,2
CHARETTE,2
CHARGES FOR SERVICES PROVIDED BY THE OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS REGULATIONS ,2
CHARLES BÉLANGER,2
CHARLES BÉLANGER ,2
CHARLES CHIASSON ,2
CHARLES CHRAPKO ,2
CHARLES CLOUTIER,2
CHARLES CLOUTIER ,2
CHARLES FREDERICK BLAIR ,2
CHARLES LEWIS ROLLAND ,2
CHARLES MERVYN BECKSTEAD ,2
CHARLES PELLETIER,2
CHARLES PHILIPPE DOUCET ,2
CHARLES READ LORWAY,2
CHARLES RENÉ SAMSON ,2
CHARLES ROBERT ,2
CHARLES SIROIS,2
CHARLIE ,2
CHARLIE OLIVER,2
CHARLOTTE MEARNS ,2
CHARME,2
CHARME ,2
CHARRON ,2
CHARTIER ,2
CHATHAM AIRPORT ZONING REGULATIONS ,2
CHELIAK,2
CHEMICAL WEAPONS CONVENTION,2
CHEMICALS AND PLASTICS REDUCTION OR REMOVAL ORDER,2
CHEMICALS AND POLYMERS,2
CHERRIES,2
CHERRY ELIZABETH KARPYSHIN,2
CHERYL ,2
CHERYL ASHTON ,2
CHERYL DAVIDSON,2
CHERYL MACDONALD,2
CHERYL SCHUETT,2
CHESLATTA INDIAN RESERVE NO,2
CHESLEY ANDERSEN,2
CHESTERFIELD INLET,2
CHIASSON ,2
CHICOUTIMI,2
CHIEF UMPIRE ,2
CHILD PROSTITUTION AND CHILD PORNOGRAPHY,2
CHILDREN IN ARMED CONFLICTS,2
CHINA NATIONAL,2
CHINA NATIONAL CHEMICAL CONSTRUCTION CORPORATION ,2
CHIPMAN,2
CHIPPEWAS OF,2
CHISHOLM,2
CHLOR,2
CHLOROTHALONIL,2
CHLORPYRIFOS,2
CHOW ,2
CHOY,2
CHRIS HAMBLIN ,2
CHRIS NELSON ,2
CHRISTIAN MÉTHOT ,2
CHRISTIANE BERGEVIN ,2
CHRISTIANE LABERGE,2
CHRISTIE ,2
CHRISTIE JEFFERSON,2
CHRISTINE DOUGLASS,2
CHRISTINE HOGAN ,2
CHRISTINE LABERGE,2
CHRISTINE MARIE,2
CHRISTOPHER DONISON ,2
CHRISTOPHER ESSEX ,2
CHRISTOPHER EWEN HERBERT WILSON,2
CHRISTOPHER HILKENE ,2
CHRISTOPHER JAMES BUTLER,2
CHRISTOPHER POOLE ,2
CHRISTOPHER THOMSON ,2
CHRISTOPHER WILKIE ,2
CHRYSTYNA HOLMAN,2
CHUCK,2
CHUDLEY ,2
CHURCHILL ,2
CHURCHMUCH,2
CIC,2
CIC ,2
CIFTA,2
CIFTA REMISSION ORDER,2
CIFTA TARIFF ITEM NO,2
CINDY JO LOMBARD,2
CINDY TERMORSHUIZEN ,2
CINEMARK,2
CIRCULATION COIN,2
CITES ,2
CITIZEN,2
CITIZENS,2
CITIZENSHIP,2
CITIZENSHIP ,2
CITIZENSHIP AND IMMIGRATION ,2
CITY ,2
CITY OF DAWSON,2
CITY OF SAINT,2
CITY OF VANCOUVER,2
CITY OF VANCOUVER ,2
CITY OF WILLIAMS LAKE ,2
CIVIL AVIATION TRIBUNAL,2
CLAIM AGREEMENT ,2
CLAIR ,2
CLAIRE DEMERS ,2
CLAIRE GILBERT,2
CLAIRE KENNEDY ,2
CLAIRISSA MELANIE ASPELL ,2
CLANCY,2
CLARE BECKTON ,2
CLARKE HENRY,2
CLASS ,2
CLASSED SHIPS INSPECTION REGULATIONS,2
CLAUDE ANGERS,2
CLAUDE AUCLAIR ,2
CLAUDE BAILLARGEON ,2
CLAUDE BENOIT,2
CLAUDE BISSON,2
CLAUDE BLANCHARD,2
CLAUDE CHEVALIER ,2
CLAUDE CORMIER ,2
CLAUDE COSSETTE ,2
CLAUDE DROUIN,2
CLAUDE DURAND ,2
CLAUDE GAUDREAULT ,2
CLAUDE HALLÉ,2
CLAUDE LACOURSIÈRE,2
CLAUDE LONGPRÉ,2
CLAUDE MAJEAU ,2
CLAUDE MARSAN ,2
CLAUDE MÉNARD ,2
CLAUDE MINVILLE,2
CLAUDE POIRIER ,2
CLAUDE YAACOV ,2
CLAUDETTE BRADSHAW ,2
CLAUDETTE GERTRUDE MARIE DAIGLE ,2
CLAUDIA CHOWANIEC ,2
CLAUDIA ELEANOR ANN GRENNELL ,2
CLAUDINE SIMSON,2
CLAUDIO VALLE ,2
CLAYTON ,2
CLEAN VAN RIET,2
CLELLAN ,2
CLELLAND,2
CLELLAND ,2
CLEMEN JOSEPH TROMBLEY ,2
CLEMENCE MARIE,2
CLEMENT,2
CLÉMENT,2
CLÉO MARCHAND,2
CLEVELAND,2
CLICHE AUTO INC,2
CLIFFORD BERRY ,2
CLIFFORD STANLEY ISAAK ,2
CLIFTON ,2
CLINICAL TRIALS ,2
CLIVE JOAKIM,2
CLIVE SCOTT GOODWIN ,2
CLOPYRALID,2
CLOSE,2
CLOSELY RELATED CORPORATIONS ,2
CLOSKEY ,2
CLOUTIER ,2
CLSR,2
CLUGHAN,2
CLYDE EDWARD HEALEY ,2
CMHC,2
CMP,2
CNL,2
COADY,2
COAL MINES ,2
COAL MINING SAFETY COMMISSION REGULATIONS ,2
COASTING TRADE EXEMPTION REGULATIONS ,2
COATES,2
COFFEY ,2
COGAN,2
COIN,2
COIN ,2
COLBERT,2
COLD LAKE AIRPORT ZONING REGULATIONS ,2
COLDWATER BAND ,2
COLEMAN,2
COLETTE GAGNON ,2
COLIN DALE PRESIZNIUK ,2
COLIN DODDS ,2
COLIN TAYLOR,2
COLLEEN SWORDS,2
COLLET,2
COLLISON ,2
COLOMBIA,2
COLOMBO,2
COLONEL JEAN,2
COLUMBIA LAKE,2
CÔME POULIN ,2
COMEAULT,2
COMING INTO,2
COMMANDER PETER JAMES LAMONT,2
COMMERCE ,2
COMMERCIAL VEHICLE DRIVERS HOURS OF SERVICE REGULATIONS,2
COMMISSION EXCLUSION APPROVAL ORDER,2
COMMISSION ON THE FUTURE OF,2
COMMISSION TO REVIEW ALLOWANCES OF,2
COMMISSIONED,2
COMMISSIONER,2
COMMISSIONER FOR ADMINISTERING OATHS,2
COMMISSIONER OF THE NORTHWEST,2
COMMODITIES BY RAIL ,2
COMMON SENSE FIREARMS LICENCING ACT,2
COMMONWEALTH OF THE BAHAMAS,2
COMMUNICATION OF INFORMATION ,2
COMMUNITY DEVELOPMENT,2
COMPANIES ACT,2
COMPANIES AND INSURANCE HOLDING COMPANIES,2
COMPANY INC,2
COMPANY LIMITED,2
COMPANY LIMITED ,2
COMPETENCY OF OPERATORS OF PLEASURE CRAFT REGULATIONS ,2
COMPETITION LAWS,2
COMPLEMENTARY AGREEMENT NO,2
COMPONENTS AND PARTS OF WEAPONS,2
COMPREHENSIVE AGREEMENT ON POOLING OF MILK REVENUES,2
COMPREHENSIVE LAND CLAIM AGREEMENT ,2
CONCHE,2
CONFISCATED ASSETS AND EQUIVALENT FUNDS,2
CONGO ,2
CONGRESS,2
CONGRESS ,2
CONGRESS OF THE POSTAL UNION OF THE AMERICAS,2
CONLIN,2
CONNAGHAN,2
CONNIE,2
CONRAD LANDRY,2
CONSTANTINE VICTOROS,2
CONSTITUTION OF THE ORDER OF MILITARY MERIT,2
CONSUL ,2
CONSULAR FEES ,2
CONSULAR SERVICES FEES REGULATIONS ,2
CONSUMER CHEMICALS AND CONTAINERS REGULATIONS,2
CONSUMER PRODUCTS CONTAINING LEAD ,2
CONTACT WITH MOUTH,2
CONTINUING REVIEW OF FACTORS SET OUT IN SUBSECTION ,2
CONTRIBUTION AGREEMENTS,2
CONTROLLED GOODS REGULATIONS ,2
CONVENTION FOR THE,2
CONVENTION FOR THE UNIFICATION OF CERTAIN RULES FOR INTERNATIONAL AIR CARRIAGE BY AIR,2
CONVENTION ON CLIMATE CHANGE,2
CONVENTION ON CYBERCRIME,2
CONVENTION ON MUTUAL ADMINISTRATIVE ASSISTANCE IN TAX MATTERS,2
CONVENTION ON SALVAGE,2
CONVENTION ON SUPPLEMENTARY COMPENSATION FOR NUCLEAR DAMAGE,2
CONVENTION ON THE RIGHTS OF THE CHILD,2
CONVENTION ON THE SETTLEMENT OF INVESTMENT DISPUTES BETWEEN STATES AND NATIONALS OF OTHER STATES,2
COOPERATION IN COMPREHENSIVE CIVIL,2
COOPERATION IN THE PEACEFUL USES OF NUCLEAR ENERGY ,2
COOPERATION ON,2
COOPÉRATIVE AGRICOLE DES,2
COOPERATIVE INDUSTRIAL,2
COPYRIGHT ACT,2
COPYRIGHT LICENCE AGREEMENT ,2
CORAL HARBOUR,2
CORNING,2
CORRECTIONAL SERVICE OF CANADA ,2
CORRECTIVE,2
CORRIGAN,2
COSIMO,2
COST OF PRODUCTION BENEFIT,2
COSTA,2
COSTA ,2
COSTANZO ,2
COSTIGAN ,2
COULTAS,2
COURNOYEA ,2
COURSEY,2
COURT MARTIAL APPEAL,2
COURT MARTIAL APPEAL COURT,2
COURT MARTIAL APPEAL RULES,2
COURTOIS ,2
COUTURE ,2
COVE ,2
COVEY,2
COWESSESS FIRST NATION RESERVE ,2
COWESSESS TREATY LAND ENTITLEMENT SETTLEMENT AGREEMENT ,2
COWICHAN ,2
COX,2
COX ,2
COX HYATT,2
COYNE,2
CP RAILWAY STATION,2
CPAC,2
CPCN OC,2
CRAEGE ,2
CRAIG MICHAEL ALLAN ,2
CRAIG PERKINS,2
CRAMPTON,2
CRANE ,2
CRANTON,2
CRANVILLE ,2
CREADIE,2
CREAGHAN,2
CREDIT BUSINESS PRACTICES ,2
CREDITORS ARRANGEMENT RULE ,2
CREEK,2
CRESTAR ENERGY ,2
CREW ACCOMMODATION REGULATIONS ,2
CRIBS,2
CRIMMON ,2
CRITCHLEY,2
CROCKETT,2
CROMWELL,2
CRONK,2
CROP INSURANCE ,2
CROP INSURANCE AGREEMENTS ,2
CROP INSURANCE PROGRAM ,2
CROP INSURANCE REGULATIONS,2
CROP YEAR,2
CROSSFIELD SUBDIVISION,2
CROWN CORPORATION GENERAL REGULATIONS,2
CROWN CORPORATION GRANTS REGULATIONS ,2
CRUZ,2
CSCE ,2
CSG,2
CSIS,2
CSL,2
CSX TRANSPORTATION,2
CTFN,2
CUBA,2
CUILLIERRIER,2
CULLEN,2
CULLOCH,2
CUMENE REMISSION ORDER,2
CUNN,2
CURED,2
CURRACH,2
CURRIE,2
CURRY,2
CURZI ,2
CUSTOMS TARIFF OMNIBUS AMENDMENT ORDER,2
CYNTHIA ,2
CYNTHIA CATHERINE OLIVER ,2
CYNTHIA CURRIE,2
CYNTHIA PHILOMENA ,2
CYR ,2
CYRUS ,2
DAGENAIS ,2
DAKH INDIAN RESERVE ,2
DALE EISLER ,2
DALE LINN,2
DALEY,2
DALEY ,2
DALLAIRE,2
DALLAS ,2
DALPHOND,2
DAME,2
DAMIAN ,2
DAN BUTLER ,2
DAN QUIGLEY,2
DAN RONEN,2
DANA HOWE,2
DANE MINOR ,2
DANGEROUS BULK MATERIALS REGULATIONS ,2
DANIEL CHARBONNEAU,2
DANIEL CLAUDE CHARBONNEAU ,2
DANIEL GOSSELIN ,2
DANIEL JEAN,2
DANIEL JOHNSON ,2
DANIEL LIVERMORE ,2
DANIEL PROULX,2
DANIEL ROSS ,2
DANIEL SULLIVAN ,2
DANIELE ANTONY ,2
DANIELLE DEBBAS,2
DANIELLE GODIN,2
DANIELLE LABERGE ,2
DANIELLE TRACY JACKSON ,2
DANNY GROSSI ,2
DAPHNE ,2
DAPHNE MEREDITH,2
DAPHNE MEREDITH ,2
DAPHNE NAHMIASH ,2
DARICHUK,2
DARIELLE TALARICO ,2
DARLA ,2
DARLENE THIBAULT ,2
DARREL ,2
DARRELL RUSHTON ,2
DARREN ,2
DARRYL ,2
DARYL BEAN,2
DAUDLIN,2
DAUK,2
DAUPHIN AIRPORT ZONING REGULATIONS ,2
DAVE ,2
DAVEY,2
DAVID,2
DAVID ADAM ,2
DAVID ALAGALAK,2
DAVID ANDREW TOBIN ,2
DAVID ARTHUR BROWN ,2
DAVID BALSILLIE,2
DAVID BAXTER POWELL,2
DAVID BEVAN ,2
DAVID BOYES ,2
DAVID CAREFOOT ,2
DAVID CAVAZZI ,2
DAVID CLARK,2
DAVID CLARK ,2
DAVID CLEMENT SMITH,2
DAVID CLETUS MELNICK,2
DAVID COBURN,2
DAVID DOVER,2
DAVID EDWARD GEORGE BROMLEY ,2
DAVID FRANKEL ,2
DAVID GOURDEAU ,2
DAVID HECTOR CAMPBELL ,2
DAVID HUTTON ,2
DAVID IGNATIUS JONES,2
DAVID JOHN ,2
DAVID JOHNSTON ,2
DAVID JONATHAN KIRSOP ,2
DAVID LAMPERT,2
DAVID MCGOVERN ,2
DAVID MOLONEY ,2
DAVID NICHOLSON ,2
DAVID NOVAK ,2
DAVID PARADISO ,2
DAVID PAUL SAXTON ,2
DAVID PETER DUNSTAN GASKIN ,2
DAVID PRESTON ,2
DAVID STOCKWELL ,2
DAVID STUEWE ,2
DAVID THAUBERGER ,2
DAVID WILKINS,2
DAVID WOOD ,2
DAVID ZIMMER ,2
DAVIDSON ,2
DAVIS ,2
DAW ,2
DAWE,2
DEACON,2
DEAN BRINTON,2
DEAN HAMLYN,2
DEAN PATRICK HALLERAN ,2
DEAN RUSSELL BOYD ,2
DEANNE HELEN STAPLETON ,2
DEBORAH CHATSIS ,2
DEBORAH JOYCE GRAHAM ,2
DEBRA ,2
DEBRA ANN BROWN,2
DECISIONS CRTC ,2
DECISIONS NOT TO ADD CERTAIN SPECIES,2
DECLINE ,2
DECLINE OF SOCKEYE SALMON IN THE FRASER RIVER,2
DECORATIONS AND MEDALS DIRECTIVE,2
DEDUCTION FOR PROVINCIAL REBATE ,2
DEE PARKINSON,2
DEEP SEABED AREAS,2
DEEPAK CHOPRA ,2
DEEPAK OBHRAI ,2
DEER LAKE,2
DEFENCE SUPPLIES REMISSION ORDER ,2
DEFINITIONS OF THE CRIMINAL CODE ,2
DEGRACE,2
DEGRAND,2
DEH CHO FIRST NATIONS,2
DEHCHO FIRST NATIONS,2
DEHCHO REGION,2
DELEGATION ,2
DELINE,2
DELOITTE AND TOUCHE ,2
DELPHA BÉLANGER,2
DEMBO,2
DEMPSEY,2
DENATURED AND SPECIALLY DENATURED ALCOHOL REGULATIONS ,2
DENIS,2
DENIS ALEXANDER ALMON ,2
DENIS ARVANITAKIS,2
DENIS BERNIER,2
DENIS CODERRE,2
DENIS DESAUTELS ,2
DENIS ETHIER,2
DENIS GOBEIL ,2
DENIS JACOB ,2
DENIS LEBEL,2
DENIS ROBERT ,2
DENISE ALCOCK,2
DENISE LABELLE ,2
DENISE RUEST,2
DENNAHOWER ,2
DENNIS BEECHER EADIE ,2
DENNIS BOYLE ,2
DENNIS HORAK ,2
DENNIS MAHER,2
DENNIS SNIDER ,2
DENYSE CHICOYNE ,2
DEPARTMENT OF AGRICULTURE AND,2
DEPARTMENT OF AGRICULTURE OMNIBUS AMENDMENT ORDER,2
DEPARTMENT OF EXTERNAL AFFAIRS AND THE CANADA EMPLOYMENT AND IMMIGRATION,2
DEPARTMENT OF FINANCE,2
DEPARTMENT OF INDIAN AFFAIRS AND,2
DEPARTMENT OF INTERNATIONAL TRADE ,2
DEPARTMENT OF NATIONAL DEFENCE ,2
DEPARTMENT OF SUPPLY AND SERVICES EXCLUSION APPROVAL ORDER ,2
DEPARTMENT OF THE ENVIRONMENT,2
DEPATTERNED PERSONS ASSISTANCE ORDER ,2
DEPUTY MINISTER OF FINANCE ,2
DEPUTY PRIME MINISTER ,2
DEREK ALLAN HALL ,2
DEREK FRASER ,2
DERKSEN ,2
DERMID,2
DERMID ,2
DERMOTT ,2
DERRICK ,2
DERRICK ROWE ,2
DERWYN SPENCER SHEA ,2
DESCHÊNES,2
DESIGNATED,2
DESIGNATED PUBLIC OFFICE HOLDER REGULATIONS ,2
DESIGNATION OF RESERVE LANDS ,2
DESJARDINS LIFE ASSURANCE,2
DEVCO,2
DEVELOPMENT,2
DEVELOPMENT CORPORATION ,2
DEYELL,2
DIANA ,2
DIANA MONNET ,2
DIAND,2
DIANE ABLONCZY ,2
DIANE BELLEMARE ,2
DIANE CAMPBELL,2
DIANE CLOUTIER ,2
DIANE ELIZABETH SOKOLYK ,2
DIANE HÉBERT ,2
DIARMID ,2
DIAVIK DIAMOND MINES INC,2
DILL ,2
DINA DENNIS ,2
DINO CHIESA ,2
DIONNE,2
DIPLOMATIC AND SPECIAL PASSPORTS ORDER ,2
DIPLOMATIC PREMISES,2
DIQUAT,2
DIRECT ENERGY MARKETING LIMITED,2
DIRECT OR INDIRECT ACQUISITION AUTHORIZATION ORDER ,2
DIRECT OR INDIRECT HOLDING AUTHORIZATION ORDER ,2
DIRECTION APPLYING THE AUDITOR GENERAL ACT SUSTAINABLE DEVELOPMENT STRATEGY REQUIREMENTS TO CERTAIN DEPARTMENTS ,2
DIRECTION TO THE NATIONAL TRANSPORTATION AGENCY ,2
DIRECTIVES FOR ENSURING ,2
DISASTER ASSISTANCE PROGRAM ,2
DISCONTINUANCE AND CONTINUANCE OF PROCEEDINGS ORDER,2
DISCOVERING NATURE,2
DISPOSITION ,2
DISTRIBUTING COMPANY AND DISTRIBUTING INSURANCE HOLDING COMPANY REGULATIONS ,2
DISTRIBUTING COOPERATIVE CREDIT ASSOCIATION REGULATIONS ,2
DISTRIBUTING TRUST AND LOAN COMPANY REGULATIONS ,2
DIVISION,2
DMX ,2
DNA,2
DNA DATA BANK ADVISORY COMMITTEE REGULATIONS ,2
DND,2
DOIDGE,2
DOLIN ,2
DOLLAR SILVER COINS ,2
DOMESTIC ASSETS REGULATIONS ,2
DOMINIC ,2
DOMINIC GERARD LUNDRIGAN ,2
DOMINIQUE ,2
